ID,Host Type,Repository Name with Owner,Repository ID,Manifest Platform,Manifest Filepath,Git branch,Manifest kind,Optional,Dependency Project Name,Dependency Requirements,Dependency Kind,Dependency Project ID
100830887,GitHub,BogdanSuciu/electron-playerjs,21166118,npm,package.json,,manifest,,electron,^1.4.1,development,143927
100836710,GitHub,luigizuccarelli/oscp-dashboard,21167257,npm,package.json,,manifest,,electron,^1.4.1,development,143927
100851182,GitHub,pichfl/timepiece,21170171,npm,package.json,,manifest,,electron,1.4.15,development,143927
100854497,GitHub,lasalazarr/fastdev-studio,21170856,npm,package.json,,manifest,,electron,^1.4.1,development,143927
100859894,GitHub,oov/ScaleFinder,21171799,npm,package.json,,manifest,,electron,^1.4.15,runtime,143927
100860274,GitHub,fastdev7/fastdev-studio,21171839,npm,package.json,,manifest,,electron,^1.4.1,development,143927
100876427,GitLab,make42/MusicBotElectronPlayer,21175642,npm,package.json,,manifest,,electron,^1.4.15,development,143927
105429751,GitLab,make42/MusicBotElectronPlayer,21175642,npm,music-player-bubble-linux-x64/resources/app/package.json,,manifest,,electron,^1.4.15,development,143927
100880391,GitHub,beyond-30cut/CutAdmin,21176141,npm,package.json,,manifest,,electron,^1.4.1,development,143927
125312168,GitHub,ttoe/leaves-electron,21178811,npm,package.json,,manifest,,electron,^1.4.15,development,143927
100895166,GitHub,ttoe/leaves-electron,21178811,npm,package.json,,manifest,,electron,^1.4.15,runtime,143927
100901842,GitHub,karls/logotaja,21179964,npm,package.json,,manifest,,electron,^1.4.14,runtime,143927
100902720,GitHub,wind0r/blheli-configurator,21180737,npm,package.json,,manifest,,electron,^1.4.15,runtime,143927
100966616,GitHub,mcgrew/omnisplit,21192609,npm,package.json,,manifest,,electron,1.4.1,development,143927
110617677,GitHub,percymamedy/hhey,21200617,npm,package.json,,manifest,,electron,^1.3.1,development,143927
101013369,GitHub,web-es6/ng2-admin,21200918,npm,package.json,,manifest,,electron,^1.4.0,development,143927
112175907,GitHub,NipunaMarcus/composer,21206311,npm,modules/distribution/package.json,,manifest,,electron,^1.6.2,development,143927
118777299,GitHub,NipunaMarcus/composer,21206311,npm,modules/distribution/package.json,,manifest,,electron,^1.6.2,development,143927
101044052,GitHub,kaytalium/ng2-electron-scaffold,21208448,npm,package.json,,manifest,,electron,*,development,143927
101048872,GitHub,Tellial/haslack_client,21210457,npm,package.json,,manifest,,electron,^1.4.1,development,143927
101053988,GitHub,runandrew/memoriae,21212189,npm,package.json,,manifest,,electron,^1.4.15,runtime,143927
101063211,GitHub,arranbartish/angular-cli-seed,21214923,npm,package.json,,manifest,,electron,^1.4.15,development,143927
101066023,GitHub,DrewHoo/electron-exe,21215575,npm,package.json,,manifest,,electron,^1.4.15,development,143927
101068051,GitHub,topolr/marklr,21216392,npm,package.json,,manifest,,electron,^0.4.1,runtime,143927
101068057,GitHub,lmssrinivas/react-music,21216405,npm,package.json,,manifest,,electron,^1.4.15,runtime,143927
101074369,GitHub,KELiON/electron-react-boilerplate,21216943,npm,package.json,,manifest,,electron,^1.4.15,development,143927
101183082,GitHub,KSARK/Vilisport-PC-angular,21236843,npm,package.json,,manifest,,electron,^1.6.1,runtime,143927
101197813,GitHub,dishankmehta/FunkMusic,21240320,npm,package.json,,manifest,,electron,^1.4.15,development,143927
125385785,GitHub,draconisNoctis/pnp,21240724,npm,yarn.lock,,lockfile,,electron,,runtime,143927
101200330,GitHub,draconisNoctis/pnp,21240724,npm,package.json,,manifest,,electron,^1.4.15,runtime,143927
125406439,GitHub,the-classic/temp,21241975,npm,yarn.lock,,lockfile,,electron,,runtime,143927
101208472,GitHub,the-classic/temp,21241975,npm,package.json,,manifest,,electron,^1.4.15,development,143927
101211434,GitHub,ha7ilm/csdrui,21242305,npm,package.json,,manifest,,electron,^1.4.15,development,143927
101212146,GitHub,jeremythuff/gluon,21242527,npm,package.json,,manifest,,electron,^1.4.10,runtime,143927
101227696,GitHub,Codetector1374/bilibiliLiveDamaku,21245281,npm,package.json,,manifest,,electron,^1.3.1,development,143927
101241693,GitHub,pbogdan03/electron-ang,21248170,npm,package.json,,manifest,,electron,^1.4.15,development,143927
101244242,GitHub,upmc-enterprises/passageway,21248517,npm,package.json,,manifest,,electron,^1.4.1,development,143927
125389373,GitHub,anna67/Admin-Dashboad-,21248642,npm,yarn.lock,,lockfile,,electron,,runtime,143927
101247980,GitHub,anna67/Admin-Dashboad-,21248642,npm,package.json,,manifest,,electron,1.6.0,development,143927
101256280,GitHub,steel-scene/steel-scene-devtools,21250981,npm,package.json,,manifest,,electron,^1.3.1,development,143927
101261850,GitHub,DavtyanErik/starter_code_electron,21251808,npm,package.json,,manifest,,electron,^1.4.15,runtime,143927
101261968,GitHub,DavtyanErik/starter_code_electron,21251808,npm,package.json,,manifest,,electron,^1.4.15,development,143927
101263452,GitHub,lukejacksonn/neutron,21252110,npm,package.json,,manifest,,electron,^1.4.1,development,143927
101291109,GitHub,AlienHoboken/electron-viewport,21257362,npm,package.json,,manifest,,electron,^1.4.15,development,143927
101291943,GitHub,jonwoodring/emscripten-electron-boilerplate,21257414,npm,package.json,,manifest,,electron,~1.4,development,143927
101309100,GitHub,CNXTEoE/cesium,21259322,npm,package.json,,manifest,,electron,^1.4.10,development,143927
101306511,GitHub,CNXTEoE/deck.gl,21259374,npm,package.json,,manifest,,electron,^1.4.7,development,143927
101304420,GitHub,vector/cloudbleed-history-analyzer,21259659,npm,package.json,,manifest,,electron,^1.4.15,development,143927
101319729,GitHub,PosterVideo/pvSimple,21262683,npm,package.json,,manifest,,electron,^1.4.1,development,143927
101342210,GitHub,dotINFO/Paint,21267305,npm,package.json,,manifest,,electron,^1.6.1,runtime,143927
101370732,GitHub,perillaroc/nwpc-operation-system-analytics-tool,21273715,npm,package.json,,manifest,,electron,^1.4.13,development,143927
101372433,GitHub,Rochard/ng2-admin,21274027,npm,package.json,,manifest,,electron,^1.4.0,development,143927
101374655,GitHub,novln/popcorn,21274515,npm,package.json,,manifest,,electron,1.4.7,development,143927
101393761,GitHub,kuem2405/admin-ng2,21279439,npm,package.json,,manifest,,electron,1.6.0,development,143927
101436780,GitHub,gjans/nirvana,21283790,npm,package.json,,manifest,,electron,^1.4.1,development,143927
101468042,GitHub,em2046/nginx-management,21286583,npm,package.json,,manifest,,electron,^1.4.1,development,143927
219771326,GitHub,AndyRightNow/nej-mocha,21287310,npm,yarn.lock,,lockfile,,electron,,runtime,143927
175996959,GitHub,AndyRightNow/nej-mocha,21287310,npm,package-lock.json,,lockfile,,electron,1.6.11,runtime,143927
101496784,GitHub,zeke/stratosphere,21289637,npm,package.json,,manifest,,electron,^1.4.1,development,143927
101498452,GitHub,ice428/candy_mark,21289686,npm,package.json,,manifest,,electron,^1.4.1,development,143927
101512339,GitHub,SouhailWelp/electron-updater-example,21290946,npm,package.json,,manifest,,electron,^1.4.15,development,143927
101560298,GitHub,flipflopsandrice/selfoss-electron,21295553,npm,package.json,,manifest,,electron,^1.6.1,runtime,143927
101562436,GitHub,alexvcasillas/electron-react-redux-router,21295806,npm,package.json,,manifest,,electron,^1.4.14,development,143927
101567238,GitHub,stefansl/svg-shrinker,21296611,npm,package.json,,manifest,,electron,^1.4.1,development,143927
101567271,GitHub,stefansl/svg-shrinker,21296611,npm,release-builds/SVG Shrinker-darwin-x64/SVG Shrinker.app/Contents/Resources/app/package.json,,manifest,,electron,^1.4.1,development,143927
101569517,GitHub,mabyung/electron_simfull,21296911,npm,package.json,,manifest,,electron,^1.4.14,runtime,143927
101582190,GitHub,kirillDanshin/avrs-desktop,21297329,npm,package.json,,manifest,,electron,^1.4.13,runtime,143927
101592043,GitHub,HelloSangShen/Moeditor,21298680,npm,package.json,,manifest,,electron,^1.4.0,runtime,143927
101599255,GitHub,codewired/ng2-admin,21299980,npm,package.json,,manifest,,electron,^1.4.0,development,143927
101636410,GitHub,gmdev86/electron,21303197,npm,package.json,,manifest,,electron,^1.6.1,development,143927
185588280,GitHub,filestack/filestack-js,21306207,npm,package-lock.json,,lockfile,,electron,https://registry.npmjs.org/electron/-/electron-1.6.11.tgz,runtime,143927
194839661,GitHub,filestack/filestack-js,21306207,npm,package.json,,manifest,,electron,^1.4.4,development,143927
208312245,GitHub,filestack/filestack-js,21306207,npm,package-lock.json,,lockfile,,electron,https://registry.npmjs.org/electron/-/electron-1.6.11.tgz,runtime,143927
214420369,GitHub,filestack/filestack-js,21306207,npm,package-lock.json,,lockfile,,electron,https://registry.npmjs.org/electron/-/electron-1.6.11.tgz,runtime,143927
214523778,GitHub,filestack/filestack-js,21306207,npm,package.json,,manifest,,electron,^1.4.4,development,143927
101664658,GitHub,ajayak/skype-bot,21306345,npm,package.json,,manifest,,electron,^1.3.3,development,143927
101665530,GitHub,evancohen/sonus-electron-boilerplate,21306364,npm,package.json,,manifest,,electron,^1.4.1,development,143927
101668766,GitHub,kuoa/smart-connected-mirror,21306609,npm,package.json,,manifest,,electron,^1.4.1,development,143927
101675813,GitHub,saburo/CBC,21306904,npm,package.json,,manifest,,electron,^1.6.0,development,143927
101688742,GitHub,Pat-Ayres/dedupe-tool,21309304,npm,package.json,,manifest,,electron,^1.6.1,development,143927
101692903,GitHub,feng3d-labs/feng3d-editor,21309679,npm,package.json,,manifest,,electron,^1.4.4,development,143927
101693152,GitHub,jackweinbender/bibliographer,21309705,npm,package.json,,manifest,,electron,^1.6.1,development,143927
101700094,GitHub,froskie/electron-lottery,21310256,npm,package.json,,manifest,,electron,^1.4.1,development,143927
101735880,GitHub,jessedeboitselr/wiimote_osculator_electron,21315760,npm,package.json,,manifest,,electron,^1.4.5,runtime,143927
101785222,GitHub,Armaklan/pomotask,21321171,npm,package.json,,manifest,,electron,^1.3.1,development,143927
101806170,GitHub,thaer899/Free-Music,21322669,npm,package.json,,manifest,,electron,^1.4.1,development,143927
101815279,GitHub,educabot/electron-arest-server-win,21324209,npm,package.json,,manifest,,electron,^1.4.13,runtime,143927
101840167,GitHub,CMUOLI/oli-gdoc-converter,21325520,npm,package.json,,manifest,,electron,^1.4.10,development,143927
125602734,GitHub,tillh/app-veyor-test,21335734,npm,yarn.lock,,lockfile,,electron,,runtime,143927
101993831,GitHub,tillh/app-veyor-test,21335734,npm,package.json,,manifest,,electron,^1.4.15,development,143927
102037598,GitHub,alex-pex/electron-quick-start,21340160,npm,package.json,,manifest,,electron,^1.4.1,development,143927
102040042,GitHub,Portchain/dsktp,21340822,npm,package.json,,manifest,,electron,1.6.0,development,143927
125498112,GitHub,ForkedReposBak/kap,21342428,npm,yarn.lock,,lockfile,,electron,,runtime,143927
102047578,GitHub,ForkedReposBak/kap,21342428,npm,package.json,,manifest,,electron,1.4.8,development,143927
125570408,GitHub,heidsoft-frontend/hyper,21343030,npm,yarn.lock,,lockfile,,electron,,runtime,143927
102066228,GitHub,heidsoft-frontend/hyper,21343030,npm,package.json,,manifest,,electron,1.4.7,development,143927
102095885,GitHub,Masterchoc/Blendylon,21347366,npm,app/package.json,,manifest,,electron,latest,runtime,143927
102098580,GitHub,featurist/vdom-dom,21348007,npm,package.json,,manifest,,electron,^1.4.15,development,143927
102104060,GitHub,Shupshade/ng2-admin-lawson,21349531,npm,npm-shrinkwrap.json,,lockfile,,electron,1.4.15,runtime,143927
102106167,GitHub,Shupshade/ng2-admin-lawson,21349531,npm,package.json,,manifest,,electron,^1.4.0,development,143927
102122497,GitHub,projet-aaa/electron-pdfjs,21350727,npm,package.json,,manifest,,electron,^1.4.15,development,143927
102145376,GitHub,lcwangchao/dockerui,21353655,npm,package.json,,manifest,,electron,^1.4.1,development,143927
102150129,GitHub,BigWorkIndustries/BigLeadFinder,21354354,npm,src/package.json,,manifest,,electron,^1.4.1,development,143927
102151422,GitHub,esteclobo/GNPNPNG16,21354673,npm,package.json,,manifest,,electron,^1.6.1,runtime,143927
102171793,GitHub,p-dr/PNPNG,21356806,npm,package.json,,manifest,,electron,^1.4.13,runtime,143927
102174152,GitHub,jlanio/Geogig-Desktop,21356972,npm,package.json,,manifest,,electron,^1.4.1,development,143927
102195791,GitHub,jukbot/school-assist,21359587,npm,package.json,,manifest,,electron,^1.4.0,development,143927
102220265,GitHub,zhangrongliang/ykx-electron,21363043,npm,package.json,,manifest,,electron,^1.6.1,development,143927
102224918,GitHub,jaretburkett/BitcoinPrice,21363676,npm,package.json,,manifest,,electron,^1.4.15,development,143927
102226457,GitHub,kbeanblossom/nsis,21363752,npm,package.json,,manifest,,electron,^1.4.15,development,143927
102254678,GitHub,PlacetoBiz/electron-api-demos,21366052,npm,package.json,,manifest,,electron,^1.3.5,development,143927
102261612,GitHub,nhajratw/mobster,21366534,npm,package.json,,manifest,,electron,^1.6.0,development,143927
102264018,GitHub,yuanxuxu/keepForMac,21367150,npm,package.json,,manifest,,electron,^1.4.13,development,143927
125449515,GitHub,lightningboss/dispos.io,21368537,npm,package.json,,manifest,,electron,^1.6.1,development,143927
102278721,GitHub,lightningboss/dispos.io,21368537,npm,package.json,,manifest,,electron,^1.6.1,development,143927
102285629,GitHub,lklepner/electron-demo,21369057,npm,package.json,,manifest,,electron,^1.6.1,runtime,143927
102285633,GitHub,lklepner/electron-demo,21369057,npm,package.json,,manifest,,electron,^1.6.1,development,143927
102311654,GitHub,figueiredorui/cross-platform-desktop,21371386,npm,src/app/package.json,,manifest,,electron,^1.4.1,development,143927
102312884,GitHub,takkyun/slack-listener,21371403,npm,package.json,,manifest,,electron,^1.6.2,development,143927
102320033,GitHub,markriley9999/refPlayer,21372242,npm,package.json,,manifest,,electron,^1.4.1,runtime,143927
102340255,GitHub,york-solutions/electron-quick-start,21373786,npm,package.json,,manifest,,electron,^1.4.1,development,143927
102345481,GitHub,AlansCodeLog/Note-App,21374220,npm,package.json,,manifest,,electron,^1.5.1,development,143927
125494288,GitHub,kkostov/aframevr-editor,21375572,npm,yarn.lock,,lockfile,,electron,,runtime,143927
102360052,GitHub,kkostov/aframevr-editor,21375572,npm,package.json,,manifest,,electron,^1.4.15,development,143927
102366816,GitHub,jjeffryes/openbazaar-desktop,21376614,npm,package.json,,manifest,,electron,^1.4.12,development,143927
102417586,GitHub,gitscout/sf-electron-tech-talks,21382414,npm,package.json,,manifest,,electron,^1.4.15,runtime,143927
102417512,GitHub,gitscout/sf-electron-tech-talks,21382414,npm,app/package.json,,manifest,,electron,^1.4.1,development,143927
102513825,GitHub,ocampogeric/ePaint,21392834,npm,package.json,,manifest,,electron,^1.4.1,development,143927
102549421,GitHub,simplefatty/Angular2-electron-quick-start,21398015,npm,package.json,,manifest,,electron,^1.4.3,runtime,143927
102590518,GitHub,DiegoVillagrasa/Polydex,21401808,npm,package.json,,manifest,,electron,^1.4.1,development,143927
102591660,GitHub,ToasterLab/GreySky,21401834,npm,package.json,,manifest,,electron,^1.4.1,development,143927
125448588,GitHub,SirWindfield/theclassic-desktop,21404060,npm,package.json,,manifest,,electron,^1.6.2,development,143927
125612488,GitHub,SirWindfield/theclassic-desktop,21404060,npm,yarn.lock,,lockfile,,electron,,runtime,143927
102603584,GitHub,SirWindfield/theclassic-desktop,21404060,npm,package.json,,manifest,,electron,^1.6.1,development,143927
102633025,GitHub,kaunio/gloso,21407062,npm,package.json,,manifest,,electron,^1.4.15,development,143927
125508535,GitHub,kaunio/gloso,21407062,npm,package.json,,manifest,,electron,^1.4.15,development,143927
125438666,GitHub,SaberZA/prismatic-music,21407111,npm,package.json,,manifest,,electron,^1.6.1,runtime,143927
125466923,GitHub,SaberZA/prismatic-music,21407111,npm,yarn.lock,,lockfile,,electron,,runtime,143927
102642421,GitHub,AnatolyShirykalov/afisha-desktop,21409186,npm,app/package.json,,manifest,,electron,1.4.7,runtime,143927
102642452,GitHub,AnatolyShirykalov/afisha-desktop,21409186,npm,package.json,,manifest,,electron,^1.4.1,development,143927
102644340,GitHub,andriyko/browser-dispatcher,21409554,npm,package.json,,manifest,,electron,^1.4.15,development,143927
102669189,GitHub,geeeeeeeeek/zulip-electron,21412280,npm,package.json,,manifest,,electron,1.4.15,development,143927
102676337,GitHub,stoshiya/electron-workshop,21412732,npm,package.json,,manifest,,electron,^1.4.3,development,143927
102678425,GitHub,jdwinger/nightmare,21412744,npm,package.json,,manifest,,electron,^1.4.4,runtime,143927
102707308,GitHub,xbmcin/subox,21417917,npm,package.json,,manifest,,electron,1.5.0,development,143927
102717401,GitHub,ArchieHicklin/Component-Designer,21419054,npm,Component Designer.app/Contents/Resources/app/package.json,,manifest,,electron,^1.6.1,development,143927
102727576,GitHub,thecreativekind/vuelectron,21421135,npm,package.json,,manifest,,electron,^1.3.1,development,143927
102777523,GitHub,dom-mages/Sandbox,21427011,npm,ElectronReact/package.json,,manifest,,electron,^1.4.14,development,143927
102791674,GitHub,rossanmol/electron-updater-example,21429167,npm,package.json,,manifest,,electron,^1.4.15,development,143927
102849076,GitHub,jstejada/electron-meetup,21435234,npm,package.json,,manifest,,electron,^1.4.1,development,143927
102876156,GitHub,anaptfox/cereal,21437748,npm,package.json,,manifest,,electron,^1.4.1,development,143927
102883783,GitHub,lucienimmink/WinMusicDB2,21438296,npm,package.json,,manifest,,electron,^1.6.0,development,143927
102901478,GitHub,reinvantveer/rws-l3d,21441255,npm,resources/package.json,,manifest,,electron,1.4.10,development,143927
102952044,GitHub,ajay-gandhi/webstick,21447226,npm,app/package.json,,manifest,,electron,^1.4.1,development,143927
102962548,GitHub,victorhahn/SCIM,21448441,npm,package.json,,manifest,,electron,^1.4.1,development,143927
102984202,GitHub,oniatsu/youtube-background-player,21452185,npm,package.json,,manifest,,electron,^1.6.1,development,143927
102984266,GitHub,deplug/chrometest,21452221,npm,package.json,,manifest,,electron,1.4.15,development,143927
103015838,GitHub,nwaughachukwuma/BotFramework-Emulator,21454937,npm,package.json,,manifest,,electron,1.4.14,development,143927
103024684,GitHub,kaytalium/ppt_swim,21455301,npm,package.json,,manifest,,electron,*,development,143927
103107322,GitHub,gengjiawen/android-studio-helper,21464374,npm,package.json,,manifest,,electron,^1.3.1,development,143927
103117938,GitHub,RukshanLakshitha/Document-Import-Final,21464893,npm,package.json,,manifest,,electron,^1.4.15,development,143927
103131418,GitHub,gengjiawen/onshape-desktop-shell,21467099,npm,package.json,,manifest,,electron,1.6.1,development,143927
103192957,GitHub,LostMyAccount/electrocast,21472948,npm,package.json,,manifest,,electron,^1.6.1,development,143927
103226926,GitHub,evilris/Bowhead,21477136,npm,package.json,,manifest,,electron,^1.3.1,development,143927
103298249,GitHub,hrkt/shu-ho-standalone,21484339,npm,package.json,,manifest,,electron,^1.6.1,runtime,143927
103302494,GitHub,HealthD/countOfkeyresses,21484614,npm,package.json,,manifest,,electron,1.6.1,runtime,143927
103306765,GitHub,xuandeng/base_app,21485499,npm,package.json,,manifest,,electron,^1.4.4,development,143927
103331529,GitHub,jelgblad/angular2-electron-starter,21488491,npm,package.json,,manifest,,electron,^1.4.1,development,143927
103350442,GitHub,greggman/servez,21489346,npm,package.json,,manifest,,electron,^1.6.1,development,143927
103354470,GitHub,PeterNMcArthur/react-canvas,21490181,npm,package.json,,manifest,,electron,^1.4.11,development,143927
103369738,GitHub,thecodepad/codepad,21491119,npm,package.json,,manifest,,electron,^1.6.1,development,143927
103430459,GitHub,didacticdeveloper/react-electron-example,21497504,npm,package.json,,manifest,,electron,^1.6.1,runtime,143927
103431861,GitHub,clapinton/electron-workshop,21497617,npm,package.json,,manifest,,electron,^1.4.15,runtime,143927
103450182,GitHub,jsvelasquezv/agroind-desktop,21499351,npm,package.json,,manifest,,electron,1.4.1,development,143927
103452046,GitHub,toolness/electron-youtube-docker-dl,21499520,npm,package.json,,manifest,,electron,^1.4.15,runtime,143927
216247585,GitHub,cwrc/CWRC-PublicEntityDialogs,21500810,npm,package-lock.json,,lockfile,,electron,1.7.9,runtime,143927
103476483,GitHub,rastabrane/wp-desktop,21501119,npm,package.json,,manifest,,electron,1.3.5,development,143927
103475841,GitHub,marshallformula/warren-county-image-processor,21501418,npm,package.json,,manifest,,electron,^1.6.1,development,143927
103500419,GitHub,robertfairley/electron-ex,21503827,npm,package.json,,manifest,,electron,^1.4.13,runtime,143927
103525260,GitHub,liamzdenek/electron-react-boilerplate,21507037,npm,package.json,,manifest,,electron,^1.4.13,development,143927
103534425,GitHub,J-Cordova/Electron-Ilimitadas,21507890,npm,package.json,,manifest,,electron,^1.4.1,development,143927
103601036,GitHub,imbamboo/salary-slip-sender,21514300,npm,package.json,,manifest,,electron,^1.4.1,development,143927
103626803,GitHub,rabotaua/git-watch-client,21517132,npm,package.json,,manifest,,electron,^1.4.1,development,143927
103641745,GitHub,stevegood/coil,21518986,npm,package.json,,manifest,,electron,^1.4.15,runtime,143927
125622955,GitHub,bfulop/chai-css-browser,21525527,npm,yarn.lock,,lockfile,,electron,,runtime,143927
125614332,GitHub,bfulop/chai-css-browser,21525527,npm,package.json,,manifest,,electron,^1.6.1,development,143927
125614323,GitHub,dennybiasiolli/electron_sample,21530142,npm,package.json,,manifest,,electron,^1.6.2,development,143927
125643567,GitHub,dennybiasiolli/electron_sample,21530142,npm,yarn.lock,,lockfile,,electron,,runtime,143927
103718325,GitHub,dennybiasiolli/electron_sample,21530142,npm,package.json,,manifest,,electron,1.4.15,development,143927
103741382,GitHub,niksmac/ybui,21533225,npm,package.json,,manifest,,electron,^1.6.1,development,143927
103750858,GitHub,Tinysymphony/electronic-netease-music,21534400,npm,package.json,,manifest,,electron,^1.4.1,development,143927
103753941,GitHub,haribote/electron-demo,21535154,npm,package.json,,manifest,,electron,^1.4.13,development,143927
125613923,GitHub,r-walsh/isp-y,21535481,npm,package.json,,manifest,,electron,1.4.15,runtime,143927
125716590,GitHub,r-walsh/isp-y,21535481,npm,yarn.lock,,lockfile,,electron,,runtime,143927
103756007,GitHub,r-walsh/isp-y,21535481,npm,package.json,,manifest,,electron,1.4.15,runtime,143927
125683296,GitHub,AlexFrazer/electron-webpack,21540381,npm,yarn.lock,,lockfile,,electron,,runtime,143927
103805679,GitHub,AlexFrazer/electron-webpack,21540381,npm,package.json,,manifest,,electron,^1.6.1,development,143927
125623705,GitHub,Fresh-maker/razor-client,21542327,npm,package.json,,manifest,,electron,^1.4.15,development,143927
103827775,GitHub,Fresh-maker/razor-client,21542327,npm,package.json,,manifest,,electron,^1.4.15,development,143927
103834205,GitHub,mykter/TagTime-desktop,21543471,npm,package.json,,manifest,,electron,^1.4.15,development,143927
103836826,GitHub,koriley/imagetools,21543907,npm,package.json,,manifest,,electron,^1.6.1,runtime,143927
103839670,GitHub,skbeyagu/angular2-electron-boilerplate,21544075,npm,package.json,,manifest,,electron,^1.3.3,development,143927
103841490,GitHub,skbeyagu/angular2-electron-starter,21544076,npm,package.json,,manifest,,electron,^1.4.4,development,143927
103841348,GitHub,skbeyagu/rxdb,21544083,npm,examples/electron/package.json,,manifest,,electron,^1.4.15,runtime,143927
103839019,GitHub,shadovo/project-squid,21544136,npm,package.json,,manifest,,electron,1.4.1,development,143927
103845398,GitHub,Association-Shiawa/tpamh,21544644,npm,package.json,,manifest,,electron,^1.4.1,development,143927
103848573,GitHub,joshgrib/2016F-coursework,21545125,npm,cs554/assignments/01_calendar/package.json,,manifest,,electron,^1.4.3,runtime,143927
103849273,GitHub,chrisitananese/ember-tracker,21545322,npm,package.json,,manifest,,electron,^1.6.1,development,143927
103850299,GitHub,lina94/smart-mirror-sp,21545548,npm,package.json,,manifest,,electron,^1.4.15,runtime,143927
103850605,GitHub,lina94/smart-mirror-sp,21545548,npm,package.json,,manifest,,electron,^1.4.1,development,143927
103866330,GitHub,cdecu/ngTest1,21547581,npm,package.json,,manifest,,electron,^1.6.1,development,143927
103871922,GitHub,rgabisch/BulletDesktop,21547993,npm,package.json,,manifest,,electron,^1.6.1,development,143927
103887596,GitHub,victorfelisbino/MagicMirror,21549672,npm,package.json,,manifest,,electron,^1.4.7,runtime,143927
125657171,GitHub,Byte-Code/lm-digitalstore,21553681,npm,package.json,,manifest,,electron,^1.4.15,development,143927
104109587,GitHub,Byte-Code/lm-digitalstore,21553681,npm,package.json,,manifest,,electron,^1.4.15,development,143927
125621423,GitHub,davidmerrique/tray,21553719,npm,package.json,,manifest,,electron,1.6.2,runtime,143927
103930211,GitHub,davidmerrique/tray,21553719,npm,package.json,,manifest,,electron,1.6.1,runtime,143927
103930619,GitHub,dreamfliper/subTranslate,21553771,npm,package.json,,manifest,,electron,^1.4.1,development,143927
103952231,GitHub,jedmao/electron-api-demos,21554820,npm,package.json,,manifest,,electron,^1.3.5,development,143927
125736140,GitHub,jedmao/electron-react-boilerplate,21554830,npm,yarn.lock,,lockfile,,electron,,runtime,143927
103954026,GitHub,jedmao/electron-react-boilerplate,21554830,npm,package.json,,manifest,,electron,^1.4.15,development,143927
103956947,GitHub,CodeAmend/UpstartMusic-Mongodb,21555565,npm,package.json,,manifest,,electron,^1.4.5,runtime,143927
125670100,GitHub,trikanna/electrocutado,21557179,npm,yarn.lock,,lockfile,,electron,,runtime,143927
103987625,GitHub,nishinishi9999/music_player_test,21557785,npm,package.json,,manifest,,electron,>= 1.4.15,development,143927
104005442,GitHub,bchynds/Helpdesk,21559509,npm,package.json,,manifest,,electron,^1.6.1,runtime,143927
104015481,GitHub,aobozhang/oss-browser,21560574,npm,package.json,,manifest,,electron,^1.4.15,development,143927
125738125,GitHub,lxynox/todomvc-native,21564737,npm,yarn.lock,,lockfile,,electron,,runtime,143927
104050018,GitHub,lxynox/todomvc-native,21564737,npm,package.json,,manifest,,electron,^1.6.1,development,143927
104058915,GitHub,kevin70/ng2-admin,21565100,npm,package.json,,manifest,,electron,^1.4.0,development,143927
104065653,GitHub,FuelRats/stats-desktop,21566364,npm,package.json,,manifest,,electron,^1.6.1,runtime,143927
196169373,GitHub,firstandthird/social-share-button,21567973,npm,package-lock.json,,lockfile,,electron,1.7.5,runtime,143927
104108278,GitHub,Lplenka/zulip-electron,21571202,npm,package.json,,manifest,,electron,1.4.15,development,143927
104107849,GitHub,asorcinelli/lcommunicator,21571295,npm,dist/package.json,,manifest,,electron,1.4.13,runtime,143927
104107951,GitHub,asorcinelli/lcommunicator,21571295,npm,package.json,,manifest,,electron,1.4.13,runtime,143927
104131273,GitHub,EvaWang/MultiLangHelper,21573472,npm,package.json,,manifest,,electron,^1.4.1,development,143927
104135268,GitHub,sportradar/ms-teams-linux,21573792,npm,package.json,,manifest,,electron,^1.6.0,development,143927
104136951,GitHub,JiangWeiGitHub/electron-updater-example,21574015,npm,package.json,,manifest,,electron,^1.4.15,development,143927
104142179,GitHub,CamiloRguez/Web-App,21574841,npm,npm-shrinkwrap.json,,lockfile,,electron,1.4.15,runtime,143927
104144437,GitHub,CamiloRguez/Web-App,21574841,npm,package.json,,manifest,,electron,^1.4.0,development,143927
104187547,GitHub,entrptaher/unicorn,21579560,npm,package.json,,manifest,,electron,^1.3.3,development,143927
104190423,GitHub,amkung/electron-vue-pos,21579751,npm,package.json,,manifest,,electron,^1.3.1,development,143927
104208476,GitHub,sitepoint-editors/scrum-bot,21581155,npm,package.json,,manifest,,electron,^1.3.3,development,143927
104209296,GitHub,Imperat/ADFS_Desktop,21581406,npm,package.json,,manifest,,electron,^1.4.1,development,143927
104252016,GitHub,xseignard/pulp,21586825,npm,package.json,,manifest,,electron,^1.4.15,development,143927
104258725,GitHub,DCjanus/ThunderSubs,21588283,npm,ElectronApp/package.json,,manifest,,electron,^1.4.13,runtime,143927
104258834,GitHub,DCjanus/ThunderSubs,21588283,npm,ElectronApp/package.json,,manifest,,electron,^1.4.13,development,143927
104302447,GitHub,DupontC/pomodoro-electron,21591704,npm,package.json,,manifest,,electron,^1.3.5,development,143927
104303643,GitHub,Kilian/messenger-demo-viewer,21591980,npm,package.json,,manifest,,electron,^1.6.0,development,143927
